source,target,material,time,value
eat7,composting Cambridge,oranges,2011-08-22,1.5959272169557552
farm15,eat7,oranges,2011-08-23,1.9317023639046973
eat7,landfill Cambridge,oranges,2011-08-23,1.352191654733288
eat7,composting Cambridge,oranges,2011-08-23,0.5795107091714091
farm15,eat7,oranges,2011-08-24,3.3246665611470068
eat7,landfill Cambridge,oranges,2011-08-24,2.3272665928029044
eat7,composting Cambridge,oranges,2011-08-24,0.997399968344102
farm15,eat7,oranges,2011-08-25,0.026412602780913647
eat7,landfill Cambridge,oranges,2011-08-25,0.01848882194663955
eat7,composting Cambridge,oranges,2011-08-25,0.007923780834274094
farm15,eat7,oranges,2011-08-26,0.447609233953169
eat7,landfill Cambridge,oranges,2011-08-26,0.3133264637672183
eat7,composting Cambridge,oranges,2011-08-26,0.1342827701859507
farm15,eat7,oranges,2011-08-27,3.6731484886400825
eat7,landfill Cambridge,oranges,2011-08-27,2.5712039420480566
eat7,composting Cambridge,oranges,2011-08-27,1.1019445465920248
farm15,eat7,oranges,2011-08-28,1.744921473846432
eat7,landfill Cambridge,oranges,2011-08-28,1.2214450316925023
eat7,composting Cambridge,oranges,2011-08-28,0.5234764421539296
farm15,eat7,oranges,2011-08-29,6.175296267073157
eat7,landfill Cambridge,oranges,2011-08-29,4.32270738695121
eat7,composting Cambridge,oranges,2011-08-29,1.8525888801219472
farm15,eat7,oranges,2011-08-30,2.2410611756003123
eat7,landfill Cambridge,oranges,2011-08-30,1.5687428229202178
eat7,composting Cambridge,oranges,2011-08-30,0.6723183526800934
farm15,eat7,oranges,2011-08-31,2.775368288226934
eat7,landfill Cambridge,oranges,2011-08-31,1.9427578017588536
eat7,composting Cambridge,oranges,2011-08-31,0.8326104864680802
farm15,eat9,apples,2011-08-01,1.7023642320631582
eat9,landfill London,apples,2011-08-01,1.1916549624442108
eat9,composting London,apples,2011-08-01,0.5107092696189475
farm15,eat9,apples,2011-08-02,6.221832320494759
eat9,landfill London,apples,2011-08-02,4.355282624346331
eat9,composting London,apples,2011-08-02,1.8665496961484283
farm15,eat9,apples,2011-08-03,4.5411889557743255
eat9,landfill London,apples,2011-08-03,3.178832269042028
eat9,composting London,apples,2011-08-03,1.3623566867322976
farm15,eat9,apples,2011-08-04,6.5348597283813215
eat9,landfill London,apples,2011-08-04,4.574401809866924
eat9,composting London,apples,2011-08-04,1.960457918514396
farm15,eat9,apples,2011-08-05,6.950824568542262
eat9,landfill London,apples,2011-08-05,4.865577197979584
eat9,composting London,apples,2011-08-05,2.0852473705626786
farm15,eat9,apples,2011-08-06,8.819004571116622
eat9,landfill London,apples,2011-08-06,6.173303199781637
eat9,composting London,apples,2011-08-06,2.6457013713349866
farm15,eat9,apples,2011-08-07,7.268046383718778
eat9,landfill London,apples,2011-08-07,5.087632468603144
eat9,composting London,apples,2011-08-07,2.180413915115633
farm15,eat9,apples,2011-08-08,8.758568286404294
eat9,landfill London,apples,2011-08-08,6.130997800483006
eat9,composting London,apples,2011-08-08,2.627570485921288
farm15,eat9,apples,2011-08-09,0.8246063108100233
eat9,landfill London,apples,2011-08-09,0.5772244175670163
eat9,composting London,apples,2011-08-09,0.247381893243007
farm15,eat9,apples,2011-08-10,5.405602305784417
eat9,landfill London,apples,2011-08-10,3.783921614049092
eat9,composting London,apples,2011-08-10,1.6216806917353257
farm15,eat9,apples,2011-08-11,6.622710115499216
eat9,landfill London,apples,2011-08-11,4.635897080849452
eat9,composting London,apples,2011-08-11,1.9868130346497648
farm15,eat9,apples,2011-08-12,1.0314888277052665
eat9,landfill London,apples,2011-08-12,0.7220421793936865
eat9,composting London,apples,2011-08-12,0.3094466483115799
farm15,eat9,apples,2011-08-13,2.99312303659106
eat9,landfill London,apples,2011-08-13,2.0951861256137416
eat9,composting London,apples,2011-08-13,0.8979369109773179
farm15,eat9,apples,2011-08-14,9.934009732842352
eat9,landfill London,apples,2011-08-14,6.9538068129896455
eat9,composting London,apples,2011-08-14,2.9802029198527054
farm15,eat9,apples,2011-08-15,0.0037333008435340258
eat9,landfill London,apples,2011-08-15,0.002613310590473818
eat9,composting London,apples,2011-08-15,0.0011199902530602075
farm15,eat9,apples,2011-08-16,0.004118624163879173
eat9,landfill London,apples,2011-08-16,0.0028830369147154213
eat9,composting London,apples,2011-08-16,0.0012355872491637515
farm15,eat9,apples,2011-08-17,1.6312392511876448
eat9,landfill London,apples,2011-08-17,1.1418674758313512
eat9,composting London,apples,2011-08-17,0.4893717753562934
farm15,eat9,apples,2011-08-18,9.659523449318753
eat9,landfill London,apples,2011-08-18,6.761666414523125
eat9,composting London,apples,2011-08-18,2.897857034795625
farm15,eat9,apples,2011-08-19,2.021144927059765
eat9,landfill London,apples,2011-08-19,1.4148014489418357
eat9,composting London,apples,2011-08-19,0.6063434781179294
farm15,eat9,apples,2011-08-20,0.035609699716287996
eat9,landfill London,apples,2011-08-20,0.0249267898014016
eat9,composting London,apples,2011-08-20,0.010682909914886398
farm15,eat9,apples,2011-08-21,0.001028956382857772
eat9,landfill London,apples,2011-08-21,0.0007202694680004402
eat9,composting London,apples,2011-08-21,0.0003086869148573316
farm15,eat9,apples,2011-08-22,7.835831666141133
eat9,landfill London,apples,2011-08-22,5.485082166298794
eat9,composting London,apples,2011-08-22,2.35074949984234
farm15,eat9,apples,2011-08-23,0.23753999869238324
eat9,landfill London,apples,2011-08-23,0.16627799908466825
eat9,composting London,apples,2011-08-23,0.07126199960771497
farm15,eat9,apples,2011-08-24,0.6367251838244676
eat9,landfill London,apples,2011-08-24,0.4457076286771273
eat9,composting London,apples,2011-08-24,0.19101755514734028
farm15,eat9,apples,2011-08-25,0.9544537638880248
eat9,landfill London,apples,2011-08-25,0.6681176347216172
eat9,composting London,apples,2011-08-25,0.2863361291664074
farm15,eat9,apples,2011-08-26,4.7037259102685285
eat9,landfill London,apples,2011-08-26,3.2926081371879703
eat9,composting London,apples,2011-08-26,1.4111177730805584
farm15,eat9,apples,2011-08-27,0.8010587958995042
eat9,landfill London,apples,2011-08-27,0.5607411571296529
eat9,composting London,apples,2011-08-27,0.2403176387698513
farm15,eat9,apples,2011-08-28,0.5267126977902524
eat9,landfill London,apples,2011-08-28,0.3686988884531767
eat9,composting London,apples,2011-08-28,0.15801380933707573
farm15,eat9,apples,2011-08-29,0.0027679191406122963
eat9,landfill London,apples,2011-08-29,0.0019375433984286075
eat9,composting London,apples,2011-08-29,0.0008303757421836889
farm15,eat9,apples,2011-08-30,0.5696985337018311
eat9,landfill London,apples,2011-08-30,0.39878897359128174
eat9,composting London,apples,2011-08-30,0.17090956011054936
farm15,eat9,apples,2011-08-31,9.547569525556561
eat9,landfill London,apples,2011-08-31,6.683298667889592
eat9,composting London,apples,2011-08-31,2.8642708576669684
farm15,eat11,oranges,2011-08-01,4.857403510965193
eat11,landfill Newmarket,oranges,2011-08-01,3.4001824576756348
eat11,composting Newmarket,oranges,2011-08-01,1.457221053289558
farm15,eat11,oranges,2011-08-02,3.603185616036333
eat11,landfill Newmarket,oranges,2011-08-02,2.5222299312254326
eat11,composting Newmarket,oranges,2011-08-02,1.0809556848108997
farm15,eat11,oranges,2011-08-03,0.0235604493427888
eat11,landfill Newmarket,oranges,2011-08-03,0.016492314539952153
eat11,composting Newmarket,oranges,2011-08-03,0.007068134802836638
farm15,eat11,oranges,2011-08-04,4.1303504064579935
eat11,landfill Newmarket,oranges,2011-08-04,2.891245284520595
eat11,composting Newmarket,oranges,2011-08-04,1.239105121937398
farm15,eat11,oranges,2011-08-05,0.6453151324995775
eat11,landfill Newmarket,oranges,2011-08-05,0.4517205927497042
eat11,composting Newmarket,oranges,2011-08-05,0.19359453974987328
farm15,eat11,oranges,2011-08-06,1.7518330333119674
eat11,landfill Newmarket,oranges,2011-08-06,1.226283123318377
eat11,composting Newmarket,oranges,2011-08-06,0.5255499099935902
farm15,eat11,oranges,2011-08-07,7.799798264286867
eat11,landfill Newmarket,oranges,2011-08-07,5.459858785000807
eat11,composting Newmarket,oranges,2011-08-07,2.3399394792860604
farm15,eat11,oranges,2011-08-08,0.20865414340483587
eat11,landfill Newmarket,oranges,2011-08-08,0.1460579003833851
eat11,composting Newmarket,oranges,2011-08-08,0.06259624302145075
farm15,eat11,oranges,2011-08-09,7.142941943712268
eat11,landfill Newmarket,oranges,2011-08-09,5.000059360598586
eat11,composting Newmarket,oranges,2011-08-09,2.1428825831136797
farm15,eat11,oranges,2011-08-10,2.585845258164976
eat11,landfill Newmarket,oranges,2011-08-10,1.8100916807154828
eat11,composting Newmarket,oranges,2011-08-10,0.7757535774494927
farm15,eat11,oranges,2011-08-11,6.815880661062588
eat11,landfill Newmarket,oranges,2011-08-11,4.771116462743811
eat11,composting Newmarket,oranges,2011-08-11,2.0447641983187763
farm15,eat11,oranges,2011-08-12,0.8140772134790298
eat11,landfill Newmarket,oranges,2011-08-12,0.5698540494353208
eat11,composting Newmarket,oranges,2011-08-12,0.2442231640437089
farm15,eat11,oranges,2011-08-13,6.321067402920453
eat11,landfill Newmarket,oranges,2011-08-13,4.4247471820443165
eat11,composting Newmarket,oranges,2011-08-13,1.896320220876136
farm15,eat11,oranges,2011-08-14,0.3816340129245386
eat11,landfill Newmarket,oranges,2011-08-14,0.267143809047177
eat11,composting Newmarket,oranges,2011-08-14,0.11449020387736154
farm15,eat11,oranges,2011-08-15,2.0836706880900597
eat11,landfill Newmarket,oranges,2011-08-15,1.458569481663041
eat11,composting Newmarket,oranges,2011-08-15,0.6251012064270176
farm15,eat11,oranges,2011-08-16,6.36722701627918
eat11,landfill Newmarket,oranges,2011-08-16,4.457058911395426
eat11,composting Newmarket,oranges,2011-08-16,1.9101681048837544
farm15,eat11,oranges,2011-08-17,0.02156536024566277
eat11,landfill Newmarket,oranges,2011-08-17,0.015095752171963938
eat11,composting Newmarket,oranges,2011-08-17,0.006469608073698831
farm15,eat11,oranges,2011-08-18,7.0082051232988825
eat11,landfill Newmarket,oranges,2011-08-18,4.905743586309218
eat11,composting Newmarket,oranges,2011-08-18,2.102461536989665
farm15,eat11,oranges,2011-08-19,0.4686870946967481
eat11,landfill Newmarket,oranges,2011-08-19,0.32808096628772365
eat11,composting Newmarket,oranges,2011-08-19,0.14060612840902442
farm15,eat11,oranges,2011-08-20,2.338809781162792
eat11,landfill Newmarket,oranges,2011-08-20,1.6371668468139535
eat11,composting Newmarket,oranges,2011-08-20,0.7016429343488374
farm15,eat11,oranges,2011-08-21,2.4824558047037844
eat11,landfill Newmarket,oranges,2011-08-21,1.7377190632926491
eat11,composting Newmarket,oranges,2011-08-21,0.7447367414111353
farm15,eat11,oranges,2011-08-22,3.7875446839788185
eat11,landfill Newmarket,oranges,2011-08-22,2.6512812787851723
eat11,composting Newmarket,oranges,2011-08-22,1.136263405193645
farm15,eat11,oranges,2011-08-23,7.286196567204376
eat11,landfill Newmarket,oranges,2011-08-23,5.100337597043064
eat11,composting Newmarket,oranges,2011-08-23,2.1858589701613127
farm15,eat11,oranges,2011-08-24,0.05962221160564045
eat11,landfill Newmarket,oranges,2011-08-24,0.04173554812394832
eat11,composting Newmarket,oranges,2011-08-24,0.017886663481692138
farm15,eat11,oranges,2011-08-25,0.01176429213837857
eat11,landfill Newmarket,oranges,2011-08-25,0.008235004496864998
eat11,composting Newmarket,oranges,2011-08-25,0.0035292876415135717
farm15,eat11,oranges,2011-08-26,0.04745650820179111
eat11,landfill Newmarket,oranges,2011-08-26,0.03321955574125377
eat11,composting Newmarket,oranges,2011-08-26,0.014236952460537331
farm15,eat11,oranges,2011-08-27,0.16094166996950232
eat11,landfill Newmarket,oranges,2011-08-27,0.11265916897865162
eat11,composting Newmarket,oranges,2011-08-27,0.048282500990850685
farm15,eat11,oranges,2011-08-28,1.4205276069966124
eat11,landfill Newmarket,oranges,2011-08-28,0.9943693248976286
eat11,composting Newmarket,oranges,2011-08-28,0.4261582820989837
farm15,eat11,oranges,2011-08-29,1.3064209776095381
eat11,landfill Newmarket,oranges,2011-08-29,0.9144946843266766
eat11,composting Newmarket,oranges,2011-08-29,0.39192629328286144
farm15,eat11,oranges,2011-08-30,0.9418812775941559
eat11,landfill Newmarket,oranges,2011-08-30,0.6593168943159092
eat11,composting Newmarket,oranges,2011-08-30,0.2825643832782468
farm15,eat11,oranges,2011-08-31,0.8462053438369155
eat11,landfill Newmarket,oranges,2011-08-31,0.5923437406858408
eat11,composting Newmarket,oranges,2011-08-31,0.25386160315107464
farm1,compost Cambridge,compost,2011-08-01,2.0262255371930364
farm2,compost Cambridge,compost,2011-08-01,2.1152653388545475
farm8,compost Newmarket,compost,2011-08-01,2.2684837460277207
farm9,compost Newmarket,compost,2011-08-01,1.8527532888725284
farm11,compost Cambridge,compost,2011-08-01,2.722763796805885
farm13,compost Newmarket,compost,2011-08-01,1.2519684455057165
farm14,compost Cambridge,compost,2011-08-01,2.933032887244232
inputs,farm1,inputs,2011-08-01,15.601936636386382
compost Cambridge,farm1,compost,2011-08-01,6.686544272737021
inputs,farm2,inputs,2011-08-01,16.287543109180017
compost Cambridge,farm2,compost,2011-08-01,6.980375618220006
inputs,farm3,inputs,2011-08-01,25.591612190883232
compost Ely,farm3,compost,2011-08-01,10.967833796092815
inputs,farm4,inputs,2011-08-01,19.796106261139432
compost Ely,farm4,compost,2011-08-01,8.48404554048833
inputs,farm5,inputs,2011-08-01,10.384951417980169
compost Newmarket,farm5,compost,2011-08-01,4.450693464848643
inputs,farm6,inputs,2011-08-01,11.815873725194704
compost Ely,farm6,compost,2011-08-01,5.063945882226302
inputs,farm7,inputs,2011-08-01,9.462305714482259
compost Ely,farm7,compost,2011-08-01,4.055273877635255
inputs,farm8,inputs,2011-08-01,17.46732484441345
compost Newmarket,farm8,compost,2011-08-01,7.485996361891479
inputs,farm9,inputs,2011-08-01,14.266200324318467
compost Newmarket,farm9,compost,2011-08-01,6.114085853279344
inputs,farm10,inputs,2011-08-01,24.7693936268718
compost Ely,farm10,compost,2011-08-01,10.615454411516485
inputs,farm11,inputs,2011-08-01,20.96528123540531
compost Cambridge,farm11,compost,2011-08-01,8.985120529459419
inputs,farm12,inputs,2011-08-01,17.375438985275906
compost Newmarket,farm12,compost,2011-08-01,7.446616707975389
inputs,farm13,inputs,2011-08-01,9.640157030394015
compost Newmarket,farm13,compost,2011-08-01,4.131495870168863
inputs,farm14,inputs,2011-08-01,22.58435323178057
compost Cambridge,farm14,compost,2011-08-01,9.679008527905962
inputs,farm15,inputs,2011-08-01,16.701445265735373
compost Ely,farm15,compost,2011-08-01,7.157762256743731
composting Cambridge,compost Cambridge,compost,2011-08-01,45.72657963221487
composting Ely,compost Ely,compost,2011-08-01,29.69440753748682
composting Newmarket,compost Newmarket,compost,2011-08-01,15.234112585342045
farm2,compost Cambridge,compost,2011-08-02,2.26513299059018
farm3,compost Ely,compost,2011-08-02,2.9982836618971733
farm4,compost Ely,compost,2011-08-02,2.887166783599852
farm5,compost Newmarket,compost,2011-08-02,1.0853644024707088
farm7,compost Ely,compost,2011-08-02,1.6008169155827856
farm11,compost Cambridge,compost,2011-08-02,2.0710796478234386
farm14,compost Cambridge,compost,2011-08-02,2.9229565149696546
inputs,farm1,inputs,2011-08-02,15.914372718073526
compost Cambridge,farm1,compost,2011-08-02,6.8204454506029375
inputs,farm2,inputs,2011-08-02,17.441524027544386
compost Cambridge,farm2,compost,2011-08-02,7.474938868947593
inputs,farm3,inputs,2011-08-02,23.086784196608228
compost Ely,farm3,compost,2011-08-02,9.89433608426067
inputs,farm4,inputs,2011-08-02,22.231184233718853
compost Ely,farm4,compost,2011-08-02,9.527650385879507
inputs,farm5,inputs,2011-08-02,8.357305899024457
compost Newmarket,farm5,compost,2011-08-02,3.5817025281533392
inputs,farm6,inputs,2011-08-02,27.313237196671203
compost Ely,farm6,compost,2011-08-02,11.70567308428766
inputs,farm7,inputs,2011-08-02,12.326290249987448
compost Ely,farm7,compost,2011-08-02,5.282695821423191
inputs,farm8,inputs,2011-08-02,27.545877315450234
compost Newmarket,farm8,compost,2011-08-02,11.805375992335815
inputs,farm9,inputs,2011-08-02,17.441214138851155
compost Newmarket,farm9,compost,2011-08-02,7.474806059507638
inputs,farm10,inputs,2011-08-02,16.019931157431866
compost Ely,farm10,compost,2011-08-02,6.865684781756513
inputs,farm11,inputs,2011-08-02,15.947313288240473
compost Cambridge,farm11,compost,2011-08-02,6.8345628378173435
inputs,farm12,inputs,2011-08-02,10.221705690152774
compost Newmarket,farm12,compost,2011-08-02,4.380731010065476
inputs,farm13,inputs,2011-08-02,8.450025734530788
compost Newmarket,farm13,compost,2011-08-02,3.621439600513195
inputs,farm14,inputs,2011-08-02,22.50676516526634
compost Cambridge,farm14,compost,2011-08-02,9.64575649939986
inputs,farm15,inputs,2011-08-02,10.911349620019994
compost Ely,farm15,compost,2011-08-02,4.676292694294284
composting Cambridge,compost Cambridge,compost,2011-08-02,49.50922618422478
composting Ely,compost Ely,compost,2011-08-02,20.067377355467254
composting Newmarket,compost Newmarket,compost,2011-08-02,19.54303037904575
farm1,compost Cambridge,compost,2011-08-03,2.4285313436930083
farm4,compost Ely,compost,2011-08-03,3.340605683975421
farm5,compost Newmarket,compost,2011-08-03,0.6327369522092496
farm6,compost Ely,compost,2011-08-03,3.4893516039803902
farm13,compost Newmarket,compost,2011-08-03,1.700840735674798
farm14,compost Cambridge,compost,2011-08-03,1.1986479096646274
inputs,farm1,inputs,2011-08-03,18.69969134643616
compost Cambridge,farm1,compost,2011-08-03,8.014153434186928
inputs,farm2,inputs,2011-08-03,18.45691841436476
compost Cambridge,farm2,compost,2011-08-03,7.910107891870612
inputs,farm3,inputs,2011-08-03,19.47464191894744
compost Ely,farm3,compost,2011-08-03,8.34627510812033
inputs,farm4,inputs,2011-08-03,25.722663766610733
compost Ely,farm4,compost,2011-08-03,11.023998757118887
inputs,farm5,inputs,2011-08-03,4.872074532011221
compost Newmarket,farm5,compost,2011-08-03,2.088031942290524
inputs,farm6,inputs,2011-08-03,26.868007350649005
compost Ely,farm6,compost,2011-08-03,11.514860293135287
inputs,farm7,inputs,2011-08-03,11.511044077334391
compost Ely,farm7,compost,2011-08-03,4.933304604571882
inputs,farm8,inputs,2011-08-03,15.442090325991314
compost Newmarket,farm8,compost,2011-08-03,6.618038711139135
inputs,farm9,inputs,2011-08-03,15.115544590215515
compost Newmarket,farm9,compost,2011-08-03,6.478090538663793
inputs,farm10,inputs,2011-08-03,13.57630891528419
compost Ely,farm10,compost,2011-08-03,5.818418106550367
inputs,farm11,inputs,2011-08-03,22.1399896257752
compost Cambridge,farm11,compost,2011-08-03,9.488566982475088
inputs,farm12,inputs,2011-08-03,10.637227367694738
compost Newmarket,farm12,compost,2011-08-03,4.558811729012031
inputs,farm13,inputs,2011-08-03,13.096473664695942
compost Newmarket,farm13,compost,2011-08-03,5.6127744277268325
inputs,farm14,inputs,2011-08-03,9.229588904417632
compost Cambridge,farm14,compost,2011-08-03,3.955538101893272
inputs,farm15,inputs,2011-08-03,23.887589741144584
compost Ely,farm15,compost,2011-08-03,10.237538460490537
composting Cambridge,compost Cambridge,compost,2011-08-03,38.672542872027066
composting Ely,compost Ely,compost,2011-08-03,32.649698335137586
composting Newmarket,compost Newmarket,compost,2011-08-03,16.13588552268557
farm1,compost Cambridge,compost,2011-08-04,2.910102440610612
farm3,compost Ely,compost,2011-08-04,4.250925219751319
farm5,compost Newmarket,compost,2011-08-04,1.543602538003585
farm6,compost Ely,compost,2011-08-04,4.261486603858296
farm7,compost Ely,compost,2011-08-04,2.8022513533192708
farm10,compost Ely,compost,2011-08-04,1.7845124696320989
farm12,compost Newmarket,compost,2011-08-04,1.1042692189469692
farm13,compost Newmarket,compost,2011-08-04,0.5503400877755004
farm15,compost Ely,compost,2011-08-04,2.2855547412032755
inputs,farm1,inputs,2011-08-04,22.407788792701712
compost Cambridge,farm1,compost,2011-08-04,9.603338054015019
inputs,farm2,inputs,2011-08-04,6.935717378656008
compost Cambridge,farm2,compost,2011-08-04,2.9724503051382887
inputs,farm3,inputs,2011-08-04,32.732124192085145
compost Ely,farm3,compost,2011-08-04,14.02805322517935
inputs,farm4,inputs,2011-08-04,16.683152023368542
compost Ely,farm4,compost,2011-08-04,7.149922295729376
inputs,farm5,inputs,2011-08-04,11.885739542627602
compost Newmarket,farm5,compost,2011-08-04,5.09388837541183
inputs,farm6,inputs,2011-08-04,32.813446849708875
compost Ely,farm6,compost,2011-08-04,14.062905792732375
inputs,farm7,inputs,2011-08-04,21.577335420558384
compost Ely,farm7,compost,2011-08-04,9.247429465953592
inputs,farm8,inputs,2011-08-04,27.17403811287963
compost Newmarket,farm8,compost,2011-08-04,11.646016334091273
inputs,farm9,inputs,2011-08-04,14.684055084259867
compost Newmarket,farm9,compost,2011-08-04,6.293166464682801
inputs,farm10,inputs,2011-08-04,13.740746016167162
compost Ely,farm10,compost,2011-08-04,5.888891149785926
inputs,farm11,inputs,2011-08-04,25.86176309351789
compost Cambridge,farm11,compost,2011-08-04,11.083612754364808
inputs,farm12,inputs,2011-08-04,8.502872985891662
compost Newmarket,farm12,compost,2011-08-04,3.644088422524998
inputs,farm13,inputs,2011-08-04,4.237618675871353
compost Newmarket,farm13,compost,2011-08-04,1.816122289659152
inputs,farm14,inputs,2011-08-04,20.82938512051321
compost Cambridge,farm14,compost,2011-08-04,8.926879337362804
inputs,farm15,inputs,2011-08-04,17.598771507265226
compost Ely,farm15,compost,2011-08-04,7.542330645970808
composting Cambridge,compost Cambridge,compost,2011-08-04,48.2486390091901
composting Ely,compost Ely,compost,2011-08-04,32.01061704205502
composting Newmarket,compost Newmarket,compost,2011-08-04,25.07489913396359
farm1,compost Cambridge,compost,2011-08-05,1.691756925349137
farm5,compost Newmarket,compost,2011-08-05,1.3266920045580075
farm7,compost Ely,compost,2011-08-05,1.3116275147351837
farm8,compost Newmarket,compost,2011-08-05,2.224566600258032
farm11,compost Cambridge,compost,2011-08-05,3.4688791759637922
farm12,compost Newmarket,compost,2011-08-05,2.8853392883020064
farm13,compost Newmarket,compost,2011-08-05,1.7486071186708187
inputs,farm1,inputs,2011-08-05,13.026528325188355
compost Cambridge,farm1,compost,2011-08-05,5.582797853652152
inputs,farm2,inputs,2011-08-05,19.312932695533753
compost Cambridge,farm2,compost,2011-08-05,8.276971155228754
inputs,farm3,inputs,2011-08-05,24.007525045666892
compost Ely,farm3,compost,2011-08-05,10.28893930528581
inputs,farm4,inputs,2011-08-05,23.22194035546067
compost Ely,farm4,compost,2011-08-05,9.952260152340283
inputs,farm5,inputs,2011-08-05,10.215528435096656
compost Newmarket,farm5,compost,2011-08-05,4.378083615041424
inputs,farm6,inputs,2011-08-05,20.172651448715293
compost Ely,farm6,compost,2011-08-05,8.645422049449412
inputs,farm7,inputs,2011-08-05,10.099531863460912
compost Ely,farm7,compost,2011-08-05,4.328370798626105
inputs,farm8,inputs,2011-08-05,17.129162821986846
compost Newmarket,farm8,compost,2011-08-05,7.3410697808515035
inputs,farm9,inputs,2011-08-05,17.04824668283959
compost Newmarket,farm9,compost,2011-08-05,7.3063914355026816
inputs,farm10,inputs,2011-08-05,11.651264600563355
compost Ely,farm10,compost,2011-08-05,4.993399114527152
inputs,farm11,inputs,2011-08-05,26.710369654921198
compost Cambridge,farm11,compost,2011-08-05,11.447301280680517
inputs,farm12,inputs,2011-08-05,22.21711251992545
compost Newmarket,farm12,compost,2011-08-05,9.52161965139662
inputs,farm13,inputs,2011-08-05,13.464274813765304
compost Newmarket,farm13,compost,2011-08-05,5.770403491613702
inputs,farm14,inputs,2011-08-05,10.729485977339381
compost Cambridge,farm14,compost,2011-08-05,4.598351133145449
inputs,farm15,inputs,2011-08-05,14.916831960462305
compost Ely,farm15,compost,2011-08-05,6.392927983055272
composting Cambridge,compost Cambridge,compost,2011-08-05,43.2495299888044
composting Ely,compost Ely,compost,2011-08-05,24.647856400632897
composting Newmarket,compost Newmarket,compost,2011-08-05,18.440886135152336
farm1,compost Cambridge,compost,2011-08-06,3.6346181982357813
farm6,compost Ely,compost,2011-08-06,1.2720755885252686
farm7,compost Ely,compost,2011-08-06,3.4672187239559378
farm11,compost Cambridge,compost,2011-08-06,1.0452816699101009
farm12,compost Newmarket,compost,2011-08-06,1.109097877764876
farm13,compost Newmarket,compost,2011-08-06,0.6297807592964353
inputs,farm1,inputs,2011-08-06,27.986560126415515
compost Cambridge,farm1,compost,2011-08-06,11.994240054178078
inputs,farm2,inputs,2011-08-06,18.93710002224745
compost Cambridge,farm2,compost,2011-08-06,8.11590000953462
inputs,farm3,inputs,2011-08-06,29.24927910753665
compost Ely,farm3,compost,2011-08-06,12.53540533180142
inputs,farm4,inputs,2011-08-06,30.12440934145596
compost Ely,farm4,compost,2011-08-06,12.91046114633827
inputs,farm5,inputs,2011-08-06,10.270029768884957
compost Newmarket,farm5,compost,2011-08-06,4.4014413295221235
inputs,farm6,inputs,2011-08-06,9.794982031644569
compost Ely,farm6,compost,2011-08-06,4.1978494421333865
inputs,farm7,inputs,2011-08-06,26.697584174460722
compost Ely,farm7,compost,2011-08-06,11.441821789054597
inputs,farm8,inputs,2011-08-06,28.99941838691053
compost Newmarket,farm8,compost,2011-08-06,12.4283221658188
inputs,farm9,inputs,2011-08-06,10.805609311372411
compost Newmarket,farm9,compost,2011-08-06,4.630975419159603
inputs,farm10,inputs,2011-08-06,14.466135824150324
compost Ely,farm10,compost,2011-08-06,6.199772496064424
inputs,farm11,inputs,2011-08-06,8.048668858307776
compost Cambridge,farm11,compost,2011-08-06,3.449429510703333
inputs,farm12,inputs,2011-08-06,8.540053658789544
compost Newmarket,farm12,compost,2011-08-06,3.6600229966240905
inputs,farm13,inputs,2011-08-06,4.849311846582551
compost Newmarket,farm13,compost,2011-08-06,2.0782765056782364
inputs,farm14,inputs,2011-08-06,17.906556002330394
compost Cambridge,farm14,compost,2011-08-06,7.674238286713026
inputs,farm15,inputs,2011-08-06,18.117745127822747
compost Ely,farm15,compost,2011-08-06,7.764747911924032
composting Cambridge,compost Cambridge,compost,2011-08-06,42.76850151232177
composting Ely,compost Ely,compost,2011-08-06,35.62794140356654
composting Newmarket,compost Newmarket,compost,2011-08-06,21.77122663748202
farm1,compost Cambridge,compost,2011-08-07,3.326240476973667
farm2,compost Cambridge,compost,2011-08-07,2.045062204292747
farm3,compost Ely,compost,2011-08-07,1.4991537723393678
farm4,compost Ely,compost,2011-08-07,3.146171270260305
farm5,compost Newmarket,compost,2011-08-07,0.7116274724217839
farm6,compost Ely,compost,2011-08-07,1.9738156225991108
farm7,compost Ely,compost,2011-08-07,2.6981982510802727
farm9,compost Newmarket,compost,2011-08-07,1.835686472523241
farm12,compost Newmarket,compost,2011-08-07,2.8013393496217347
inputs,farm1,inputs,2011-08-07,25.612051672697238
compost Cambridge,farm1,compost,2011-08-07,10.976593574013105
inputs,farm2,inputs,2011-08-07,15.746978973054151
compost Cambridge,farm2,compost,2011-08-07,6.748705274166063
inputs,farm3,inputs,2011-08-07,11.54348404701313
compost Ely,farm3,compost,2011-08-07,4.947207448719913
inputs,farm4,inputs,2011-08-07,24.225518781004357
compost Ely,farm4,compost,2011-08-07,10.382365191859009
inputs,farm5,inputs,2011-08-07,5.479531537647736
compost Newmarket,farm5,compost,2011-08-07,2.3483706589918865
inputs,farm6,inputs,2011-08-07,15.198380294013155
compost Ely,farm6,compost,2011-08-07,6.513591554577067
inputs,farm7,inputs,2011-08-07,20.776126533318106
compost Ely,farm7,compost,2011-08-07,8.904054228564899
inputs,farm8,inputs,2011-08-07,27.42496710524185
compost Newmarket,farm8,compost,2011-08-07,11.753557330817936
inputs,farm9,inputs,2011-08-07,14.134785838428956
compost Newmarket,farm9,compost,2011-08-07,6.057765359326696
inputs,farm10,inputs,2011-08-07,18.01828994014476
compost Ely,farm10,compost,2011-08-07,7.72212426006204
